Node	Beg	End
aus0038_AC026VACXX_ACAGTG_L006	2477439	2477660
aus0038_AC026VACXX_ACAGTG_L006	2489516	2489642
aus0019_AC026VACXX_GGCTAC_L005	534486	534561
aus0019_AC026VACXX_GGCTAC_L005	792966	792990
aus0019_AC026VACXX_GGCTAC_L005	794655	794898
aus0019_AC026VACXX_GGCTAC_L005	796676	797463
aus0019_AC026VACXX_GGCTAC_L005	817788	818279
aus0019_AC026VACXX_GGCTAC_L005	887630	887755
aus0019_AC026VACXX_GGCTAC_L005	910997	911137
aus0019_AC026VACXX_GGCTAC_L005	1735161	1735947
aus0019_AC026VACXX_GGCTAC_L005	1736575	1738388
aus0019_AC026VACXX_GGCTAC_L005	1738949	1738966
aus0019_AC026VACXX_GGCTAC_L005	1741513	1741878
aus0019_AC026VACXX_GGCTAC_L005	1742458	1743811
aus0019_AC026VACXX_GGCTAC_L005	1744775	1746098
aus0019_AC026VACXX_GGCTAC_L005	1748079	1751662
aus0019_AC026VACXX_GGCTAC_L005	1754247	1755700
aus0019_AC026VACXX_GGCTAC_L005	1758414	1759260
aus0019_AC026VACXX_GGCTAC_L005	1765197	1765791
aus0019_AC026VACXX_GGCTAC_L005	1767350	1768330
aus0019_AC026VACXX_GGCTAC_L005	1770981	1771091
aus0019_AC026VACXX_GGCTAC_L005	1856694	1856866
aus0019_AC026VACXX_GGCTAC_L005	1908810	1909084
aus0019_AC026VACXX_GGCTAC_L005	1947945	1947990
aus0019_AC026VACXX_GGCTAC_L005	1952783	1953136
aus0019_AC026VACXX_GGCTAC_L005	1954279	1954750
aus0019_AC026VACXX_GGCTAC_L005	1955304	1956717
aus0019_AC026VACXX_GGCTAC_L005	1958486	1958642
aus0019_AC026VACXX_GGCTAC_L005	1964719	1972749
aus0019_AC026VACXX_GGCTAC_L005	1973611	1974142
aus0019_AC026VACXX_GGCTAC_L005	1975683	1976076
aus0019_AC026VACXX_GGCTAC_L005	2012711	2019819
aus0019_AC026VACXX_GGCTAC_L005	2021466	2021558
aus0019_AC026VACXX_GGCTAC_L005	2025009	2025213
aus0019_AC026VACXX_GGCTAC_L005	2028470	2028671
aus0019_AC026VACXX_GGCTAC_L005	2030594	2030663
aus0019_AC026VACXX_GGCTAC_L005	2064199	2064208
aus0019_AC026VACXX_GGCTAC_L005	2236701	2237079
aus0019_AC026VACXX_GGCTAC_L005	2239504	2240405
aus0019_AC026VACXX_GGCTAC_L005	2455795	2455820
aus0019_AC026VACXX_GGCTAC_L005	2478371	2478470
aus0019_AC026VACXX_GGCTAC_L005	2864312	2865649
aus0019_AC026VACXX_GGCTAC_L005	2869062	2871273
aus0019_AC026VACXX_GGCTAC_L005	2871955	2873700
aus0019_AC026VACXX_GGCTAC_L005	2886832	2886985
aus0019_AC026VACXX_GGCTAC_L005	2893344	2894302
aus0019_AC026VACXX_GGCTAC_L005	2895578	2895624
aus0019_AC026VACXX_GGCTAC_L005	2919310	2921108
aus0007_AC026VACXX_TTAGGC_L005	791066	791113
aus0007_AC026VACXX_TTAGGC_L005	813726	813754
aus0007_AC026VACXX_TTAGGC_L005	880715	882427
aus0007_AC026VACXX_TTAGGC_L005	884820	885768
aus0007_AC026VACXX_TTAGGC_L005	2478348	2478482
aus0007_AC026VACXX_TTAGGC_L005	2481128	2481246
aus0007_AC026VACXX_TTAGGC_L005	2815938	2815954
NODE_90	542220	542364
NODE_90	545604	546634
NODE_90	572743	573169
NODE_90	573700	575770
NODE_90	585715	625408
NODE_90	662911	663482
NODE_90	790564	790708
NODE_90	791706	791808
NODE_90	812434	812569
NODE_90	813726	813811
NODE_90	887713	887865
NODE_90	960874	960889
NODE_90	1348223	1348881
NODE_90	1356939	1357151
NODE_90	1483545	1484767
NODE_90	1499708	1500412
NODE_90	1594600	1595656
NODE_90	1597843	1601106
NODE_90	1602052	1604424
NODE_90	1604915	1614487
NODE_90	1615866	1615996
NODE_90	1684695	1684869
NODE_90	1692316	1692498
NODE_90	1694453	1694924
NODE_90	1702527	1703145
NODE_90	1704196	1704827
NODE_90	1706060	1706194
NODE_90	1709434	1710032
NODE_90	1710878	1711607
NODE_90	1715505	1717460
NODE_90	1722395	1723273
NODE_90	1725855	1727453
NODE_90	1731093	1731546
NODE_90	1777975	1780188
NODE_90	1788452	1788865
NODE_90	1790701	1792233
NODE_90	1793552	1793906
NODE_90	1794610	1797378
NODE_90	1798663	1799649
NODE_90	1892471	1892552
NODE_90	1894529	1894586
NODE_90	1905766	1906318
NODE_90	1908727	1908979
NODE_90	1910369	1910564
NODE_90	1912405	1912625
NODE_90	1913920	1914088
NODE_90	1957016	1958107
NODE_90	1970180	1970491
NODE_90	1974193	1974454
NODE_90	2012777	2013702
NODE_90	2014370	2017559
NODE_90	2018727	2019684
NODE_90	2025695	2026651
NODE_90	2061205	2061918
NODE_90	2069011	2069831
NODE_90	2070935	2071428
NODE_90	2077439	2077619
NODE_90	2078993	2079546
NODE_90	2083169	2083207
NODE_90	2085049	2085492
NODE_90	2086003	2086471
NODE_90	2090310	2092198
NODE_90	2096858	2096884
NODE_90	2097798	2102190
NODE_90	2105424	2105785
NODE_90	2107495	2107644
NODE_90	2117013	2117073
NODE_90	2165178	2165585
NODE_90	2458336	2458344
NODE_90	2477869	2477884
NODE_90	2865375	2865515
NODE_90	2886662	2886975
NODE_90	2919274	2921103
NODE_91	563179	563197
NODE_91	564296	564980
NODE_91	567756	568425
NODE_91	2838583	2838682
NODE_93	881531	881588
NODE_94	791473	791481
NODE_94	911096	911369
NODE_94	1891908	1892484
NODE_94	1893866	1893980
NODE_94	1894540	1894938
NODE_94	1897190	1897243
NODE_94	1900072	1900221
NODE_94	1900774	1900882
NODE_94	1905736	1906908
NODE_94	1907510	1909084
NODE_94	1909947	1910498
NODE_94	1911556	1911722
NODE_94	1912330	1913602
NODE_94	1958301	1958876
NODE_94	1973212	1974465
NODE_94	2012871	2016740
NODE_94	2018578	2019890
NODE_94	2020628	2021732
NODE_94	2031000	2031004
NODE_94	2032708	2033377
NODE_94	2034550	2035057
NODE_95	771801	773789
NODE_95	774499	776248
NODE_96	817790	817802
NODE_96	1479736	1479868
NODE_96	1483545	1486829
NODE_96	1487401	1487755
NODE_96	1488794	1490664
NODE_96	1491450	1491856
NODE_96	1499708	1500412
NODE_99	791332	791414
NODE_99	1735161	1735947
NODE_99	1736575	1738388
NODE_99	1738949	1738966
NODE_99	1741513	1741878
NODE_99	1742458	1746098
NODE_99	1747428	1751662
NODE_99	1754247	1755700
NODE_99	1757390	1757850
NODE_99	1758414	1759260
NODE_99	1763393	1763658
NODE_99	1765197	1765791
NODE_99	1767350	1768330
NODE_99	1770981	1771091
NODE_99	1856694	1856866
NODE_99	1910363	1910609
NODE_99	1947205	1947990
NODE_99	1949317	1953172
NODE_99	1954082	1956868
NODE_99	1958486	1958699
NODE_99	1963493	1972749
NODE_99	1973401	1974142
NODE_99	2012711	2015431
NODE_99	2016067	2016240
NODE_99	2016890	2019819
NODE_99	2020880	2021558
NODE_99	2025009	2025213
NODE_99	2028470	2028671
NODE_99	2030594	2030663
NODE_99	2237593	2237612
NODE_102	215213	215430
NODE_102	225806	226568
NODE_102	246696	246923
NODE_102	492738	494352
NODE_102	525815	528361
NODE_102	529626	530842
NODE_102	533497	534502
NODE_102	539922	540234
NODE_102	546759	547289
NODE_102	585715	593279
NODE_102	593842	625544
NODE_102	809497	811157
NODE_102	812572	814882
NODE_102	815970	816345
NODE_102	817259	817799
NODE_102	818649	818762
NODE_102	883015	883135
NODE_102	883769	885184
NODE_102	886867	887245
NODE_102	1047057	1047523
NODE_102	1063918	1064326
NODE_102	1082503	1082722
NODE_102	1085932	1086838
NODE_102	1091329	1091768
NODE_102	1092326	1092928
NODE_102	1097207	1097270
NODE_102	1113150	1113273
NODE_102	1483545	1484767
NODE_102	1499708	1500412
NODE_102	1955815	1959031
NODE_102	1963423	1963759
NODE_102	1965761	1966143
NODE_102	1966996	1969211
NODE_102	1970478	1971142
NODE_102	1973986	1974430
NODE_102	1975597	1976108
NODE_102	1979405	1981222
NODE_102	1982052	1984344
NODE_102	1985778	1986797
NODE_102	2008166	2008502
NODE_102	2009617	2009977
NODE_102	2011056	2023217
NODE_102	2026184	2026379
NODE_102	2028669	2028793
NODE_102	2032372	2032669
NODE_102	2100354	2102005
NODE_102	2107495	2107644
NODE_102	2150570	2151382
NODE_102	2153896	2155550
NODE_102	2157142	2159996
NODE_102	2164703	2164879
NODE_102	2167149	2168131
NODE_102	2457857	2458365
NODE_102	2487878	2487974
NODE_102	2779028	2779136
NODE_104	6457	8827
NODE_104	13509	14305
NODE_104	17830	17977
NODE_104	20255	20650
NODE_104	24307	26030
NODE_104	26656	26834
NODE_104	28232	29474
NODE_104	39601	39697
NODE_104	40960	41069
NODE_104	42129	43151
NODE_104	186562	188025
NODE_104	190318	193063
NODE_104	532291	534561
NODE_104	539922	540131
NODE_104	541190	545453
NODE_104	574684	574701
NODE_104	795395	795410
NODE_104	2924866	2927377
NODE_104	2929486	2931230
NODE_104	2931919	2933651
NODE_104	2936675	2941515
NODE_104	2942259	2942442
NODE_104	2945442	2946213
NODE_104	2949469	2950587
NODE_104	2956159	2956743
NODE_104	2957703	2958799
NODE_104	2959342	2959599
NODE_104	2962946	2963127
NODE_104	2976816	2977385
NODE_104	2979787	2981203
NODE_104	2982693	2983143
NODE_104	2987254	2987769
NODE_104	2989574	2989824
NODE_105	163556	163560
NODE_105	245758	245808
NODE_105	564875	564944
NODE_105	569463	570857
NODE_105	791056	792975
NODE_105	793787	795599
NODE_105	817901	818307
NODE_105	934709	936626
NODE_105	964796	969860
NODE_105	1894679	1894847
NODE_105	1975683	1976076
NODE_105	1979607	1981204
NODE_105	2007038	2007797
NODE_105	2009561	2009875
NODE_105	2013444	2013664
NODE_105	2016008	2017451
NODE_105	2165283	2165549
NODE_105	2221556	2221724
NODE_105	2222558	2225935
NODE_105	2229023	2231862
NODE_105	2238305	2238654
NODE_105	2239553	2239675
NODE_105	2244367	2244597
NODE_105	2245391	2245558
NODE_105	2456163	2456509
NODE_105	2458336	2458402
NODE_105	2459165	2459957
NODE_105	2487911	2487964
NODE_105	2489318	2489486
NODE_105	2828562	2829514
NODE_105	2831202	2832423
NODE_105	2838541	2838682
NODE_105	2840739	2840786
NODE_105	2841627	2841936
NODE_105	2844823	2844918
NODE_105	2852631	2852862
NODE_105	2853400	2853912
NODE_105	2854436	2854870
NODE_105	2855475	2861059
NODE_105	2865457	2866590
NODE_105	2869989	2871970
NODE_105	2874394	2875014
NODE_105	2875781	2876450
NODE_105	2879704	2881907
NODE_105	2882570	2883228
NODE_105	2886954	2887204
NODE_105	2888939	2889093
NODE_105	2895578	2895624
NODE_105	2919310	2921151
NODE_106	791749	791812
NODE_106	798287	798563
NODE_106	818672	818784
NODE_106	821136	821229
NODE_106	884136	884587
NODE_106	1664484	1665269
NODE_106	1666240	1668779
NODE_106	1767350	1768330
NODE_106	1770981	1771091
NODE_106	1910363	1910992
NODE_106	1949375	1950417
NODE_106	1951527	1955821
NODE_106	1956401	1957679
NODE_106	1958540	1958939
NODE_106	2221556	2221724
NODE_106	2222558	2225935
NODE_106	2229023	2230785
NODE_106	2231764	2231857
NODE_106	2238305	2238654
NODE_107	163556	163560
NODE_107	389494	389501
NODE_107	393312	393684
NODE_107	394436	394833
NODE_107	398551	398695
NODE_107	462177	463574
NODE_107	465235	465489
NODE_107	481724	482768
NODE_107	483831	484359
NODE_107	495389	495465
NODE_107	525815	527085
NODE_107	550195	550814
NODE_107	551419	552475
NODE_107	553080	553571
NODE_107	579071	580137
NODE_107	814037	815058
NODE_107	1431696	1432492
NODE_107	1434129	1434498
NODE_107	1435603	1435864
NODE_108	821121	821502
NODE_108	925878	927895
NODE_108	928658	930886
NODE_108	932067	936617
NODE_108	968627	970460
NODE_108	1024698	1025247
NODE_108	1031781	1032827
NODE_108	2239170	2239176
NODE_108	2476944	2477030
NODE_109	532291	534496
NODE_109	539922	545453
NODE_109	1952629	1953172
NODE_109	1954649	1955818
NODE_109	1956857	1956868
NODE_110	245240	245342
NODE_110	246442	246480
NODE_110	542264	542799
NODE_110	563179	563189
NODE_110	567831	567840
NODE_110	812443	812458
NODE_110	911003	911369
NODE_110	964927	965335
NODE_110	1595051	1596119
NODE_110	1598552	1598768
NODE_110	1600133	1601203
NODE_110	1602753	1605617
NODE_110	1607361	1608566
NODE_110	1609731	1610023
NODE_110	1610872	1611291
NODE_110	1615373	1615660
NODE_110	1908775	1908916
NODE_110	2013657	2014445
NODE_110	2858467	2858556
NODE_111	214052	214190
NODE_111	217169	218132
NODE_111	239241	239247
NODE_111	243750	247261
NODE_111	250472	251029
NODE_111	260180	261030
NODE_111	261585	262249
NODE_111	267304	267738
NODE_111	508129	508279
NODE_111	508804	510059
NODE_111	513707	513864
NODE_111	545604	546634
NODE_111	562704	564926
NODE_111	567756	572778
NODE_111	589377	589885
NODE_111	590545	591716
NODE_111	593732	596124
NODE_111	813726	813819
NODE_111	1008169	1008232
NODE_111	1973212	1974445
NODE_111	1979647	1981204
NODE_111	2007038	2007797
NODE_111	2009595	2009847
NODE_111	2012871	2017610
NODE_111	2018578	2019890
NODE_111	2031000	2031004
NODE_111	2035036	2035552
NODE_111	2036514	2037615
NODE_111	2082019	2082032
NODE_111	2083169	2086471
NODE_111	2090310	2092198
NODE_111	2097864	2098380
NODE_111	2113867	2114413
NODE_111	2117013	2117073
NODE_111	2118921	2119694
NODE_111	2239618	2239850
NODE_111	2455639	2456171
NODE_111	2457373	2457453
NODE_111	2489496	2489510
NODE_112	61600	61744
NODE_112	78842	81189
NODE_112	86770	86839
NODE_112	97222	97467
NODE_112	100331	100472
NODE_112	107178	107800
NODE_112	110627	111105
NODE_112	116156	116260
NODE_112	118132	120189
NODE_112	128765	128884
NODE_112	129580	129973
NODE_112	137620	137697
NODE_112	139563	139694
NODE_112	147183	147305
NODE_112	158497	158631
NODE_112	163671	164659
NODE_112	165552	168960
NODE_112	169597	170151
NODE_112	171189	171621
NODE_112	178850	179176
NODE_112	179951	180378
NODE_112	184187	184913
NODE_112	194552	196419
NODE_112	200833	202106
NODE_112	223630	223863
NODE_112	231304	231580
NODE_112	237492	238185
NODE_112	242701	244911
NODE_112	246028	247202
NODE_112	249168	249360
NODE_112	540649	541055
NODE_112	794655	794898
NODE_112	797588	798291
NODE_112	805831	808980
NODE_112	814203	818261
NODE_112	818792	818914
NODE_112	886800	887800
NODE_112	889037	889954
NODE_112	890743	891415
NODE_112	892853	896896
NODE_112	897418	901884
NODE_112	903417	905863
NODE_112	926071	927326
NODE_112	929337	930239
NODE_112	932073	936626
NODE_112	964796	969860
NODE_112	1735524	1735947
NODE_112	1737263	1737392
NODE_112	1738094	1738388
NODE_112	1741513	1741878
NODE_112	1742458	1743811
NODE_112	1745132	1746098
NODE_112	1748271	1751662
NODE_112	1755697	1755700
NODE_112	1758414	1759260
NODE_112	1765197	1765791
NODE_112	1856694	1856866
NODE_112	1964719	1967243
NODE_112	1968176	1968401
NODE_112	1969061	1969514
NODE_112	2012789	2017951
NODE_112	2018657	2019711
NODE_112	2021466	2021558
NODE_112	2028470	2028671
NODE_112	2030594	2030663
NODE_112	2165375	2165999
NODE_112	2239170	2239635
NODE_112	2455507	2456518
NODE_112	2479583	2481231
NODE_112	2487878	2487980
NODE_112	2620085	2620805
NODE_112	2626010	2626052
NODE_112	2813578	2813635
NODE_112	2815110	2815988
NODE_112	2824951	2825424
NODE_112	2828175	2828284
NODE_112	2865375	2865515
NODE_112	2886735	2886975
NODE_112	2919274	2921214
NODE_112	2922157	2922328
NODE_113	7149	8827
NODE_113	226520	226568
NODE_113	246696	246923
NODE_113	569741	569966
NODE_113	813819	815058
NODE_113	2921048	2921103
NODE_114	422809	423645
NODE_114	790564	790750
NODE_114	791778	791817
NODE_114	792912	792990
NODE_114	797531	797893
NODE_114	809448	809824
NODE_114	2016919	2017172
NODE_114	2055444	2055484
NODE_114	2064199	2064205
NODE_114	2831922	2831968
NODE_114	2919314	2919373
NODE_115	233209	239232
NODE_115	547097	547302
NODE_115	589366	590128
NODE_115	593878	594510
NODE_115	600409	600641
NODE_115	611460	613291
NODE_115	615428	615460
NODE_115	964927	965335
NODE_115	1979607	1981200
NODE_115	2009655	2009875
NODE_115	2013643	2014313
NODE_115	2019005	2019804
NODE_115	2037599	2038951
NODE_115	2040122	2043372
NODE_115	2044719	2045241
NODE_115	2045774	2047918
NODE_115	2049060	2049979
NODE_115	2056924	2057741
NODE_115	2061205	2062090
NODE_115	2068263	2069831
NODE_115	2071089	2071428
NODE_115	2072498	2073631
NODE_115	2077439	2079546
NODE_115	2124790	2125009
NODE_115	2126270	2127044
NODE_115	2129822	2131891
NODE_115	2165179	2166137
NODE_116	225806	225935
NODE_116	232483	233576
NODE_116	238794	239199
NODE_116	264408	264484
NODE_116	303454	303484
NODE_116	569895	569963
NODE_116	723821	723823
NODE_116	887782	887785
NODE_116	980505	980757
NODE_116	1010507	1010517
NODE_116	1975597	1976273
NODE_116	2034709	2035288
NODE_116	2455721	2455940
NODE_116	2490220	2490270
NODE_116	2838604	2838682
NODE_116	2854436	2854522
NODE_116	2921094	2921148
NODE_117	214052	214190
NODE_117	238393	239247
NODE_117	243750	245289
NODE_117	246554	247268
NODE_117	250472	250980
NODE_117	260180	261030
NODE_117	261585	263095
NODE_117	267235	268225
NODE_117	271555	272056
NODE_117	274707	274744
NODE_117	281434	284205
NODE_117	285152	286515
NODE_117	287043	288300
NODE_117	289729	289993
NODE_117	291018	291815
NODE_117	292612	293096
NODE_117	293947	294213
NODE_117	300047	300143
NODE_117	301781	301864
NODE_117	303352	303928
NODE_117	795290	795602
NODE_117	814242	814845
NODE_117	818258	818599
NODE_117	1008169	1008232
NODE_117	1013590	1014757
NODE_117	1024698	1025247
NODE_117	1031781	1032827
NODE_117	1047057	1047523
NODE_117	1063918	1064326
NODE_117	1082503	1082722
NODE_117	1085932	1086838
NODE_117	1091364	1091768
NODE_117	1092324	1092928
NODE_117	1097207	1097270
NODE_117	1113150	1113273
NODE_117	1500142	1500412
NODE_117	1506354	1506455
NODE_117	1508998	1510447
NODE_117	1521909	1523249
NODE_117	1524290	1526798
NODE_117	1530760	1531421
NODE_117	1533005	1535405
NODE_117	1535982	1536416
NODE_117	1536934	1537592
NODE_117	1542122	1542514
NODE_117	1550515	1550714
NODE_117	1553747	1554301
NODE_117	1555867	1556266
NODE_117	1561191	1562124
NODE_117	1565639	1566049
NODE_117	1567136	1568474
NODE_117	1569769	1571723
NODE_117	1575535	1576340
NODE_117	1617213	1617267
NODE_117	1618323	1618680
NODE_117	1620125	1622008
NODE_117	1623828	1626391
NODE_117	1629344	1629483
NODE_117	1709679	1710030
NODE_117	1710725	1711193
NODE_117	1716149	1717270
NODE_117	1722385	1722625
NODE_117	1856694	1856700
NODE_117	2012871	2014656
NODE_117	2016990	2017141
NODE_117	2165178	2165609
NODE_117	2243456	2245113
NODE_117	2455480	2455889
NODE_117	2478346	2478437
NODE_117	2479516	2479610
NODE_117	2886823	2886975
NODE_117	2919274	2919372
NODE_117	2920327	2921001
NODE_118	569513	569573
NODE_118	570808	570827
NODE_118	791080	791689
NODE_118	794153	795338
NODE_118	799521	799925
NODE_118	1694453	1694924
NODE_118	1704813	1704827
NODE_118	1706060	1706194
NODE_118	1710926	1711607
NODE_118	1715505	1717460
NODE_118	1722395	1723273
NODE_118	1725855	1727453
NODE_118	1731231	1731546
NODE_118	1777975	1780188
NODE_118	1788452	1788865
NODE_118	1790701	1792788
NODE_118	1793552	1793906
NODE_118	1794610	1797378
NODE_118	1798124	1799649
NODE_118	1811755	1812703
NODE_118	1848973	1849079
NODE_118	1850144	1850557
NODE_118	1932819	1933147
NODE_118	1973021	1974438
NODE_118	1975613	1976261
NODE_118	2014661	2017559
NODE_118	2018727	2019855
NODE_118	2025695	2026651
NODE_118	2033254	2034982
NODE_118	2225746	2225950
NODE_118	2238263	2238598
NODE_118	2489516	2489581
NODE_119	797722	797872
NODE_119	817480	817628
NODE_119	1961800	1962406
NODE_119	1969406	1974454
NODE_119	1980634	1980724
NODE_119	2012747	2031730
NODE_120	1961205	1962178
NODE_120	1967552	1967636
NODE_120	1971015	1972701
NODE_120	1973339	1974418
NODE_120	2013664	2018207
NODE_120	2020485	2022507
NODE_120	2024391	2024745
NODE_120	2029979	2035192
NODE_120	2036481	2036964
NODE_120	2038020	2064115
NODE_120	2065279	2065947
NODE_120	2481326	2481335
NODE_120	2487074	2487980
NODE_120	2489538	2489599
NODE_121	797581	798072
NODE_121	799404	799449
NODE_121	801187	801760
NODE_121	809448	809824
NODE_121	810453	815448
NODE_121	817777	818270
NODE_121	887302	887759
NODE_121	910811	911339
NODE_121	2455570	2456095
NODE_121	2476725	2477612
NODE_122	532486	534489
NODE_122	539922	540103
NODE_122	543624	545328
NODE_122	574542	574578
NODE_122	576253	576255
NODE_122	797581	797893
NODE_122	1594583	1596119
NODE_122	1597829	1614537
NODE_122	1615373	1615996
NODE_122	1979607	1981204
NODE_122	2006869	2007797
NODE_122	2009595	2009875
NODE_122	2012038	2012726
NODE_122	2477030	2477690
NODE_122	2831259	2831349
NODE_122	2832309	2832423
NODE_123	398551	398567
NODE_123	555562	555566
NODE_123	567756	567858
NODE_123	575176	575770
NODE_123	801251	801434
NODE_123	810895	813872
NODE_123	1483545	1483603
NODE_123	1499708	1499996
NODE_123	2239173	2239185
NODE_123	2476725	2476937
NODE_123	2489298	2489642
NODE_123	2859355	2859438
NODE_125	265732	265801
NODE_125	532291	534496
NODE_125	540649	545363
NODE_125	1961205	1962178
NODE_125	1967552	1967636
NODE_125	1971015	1972701
NODE_125	1973339	1974418
NODE_125	2013664	2018207
NODE_125	2020485	2022507
NODE_125	2024391	2024745
NODE_125	2029979	2031817
NODE_125	2448196	2448277
NODE_125	2455568	2455674
NODE_125	2477471	2477884
NODE_125	2831202	2831259
NODE_125	2838553	2838659
NODE_125	2840392	2840811
NODE_126	2614110	2614246
NODE_126	2620219	2621014
NODE_126	2626015	2626052
NODE_127	79268	80225
NODE_127	94435	95373
NODE_127	101979	102450
NODE_127	107869	108277
NODE_127	110811	110915
NODE_127	166657	170151
NODE_127	171264	171621
NODE_127	174546	174729
NODE_127	177940	179383
NODE_127	179951	180378
NODE_127	182753	184913
NODE_127	186254	186612
NODE_127	191906	193684
NODE_127	422342	422433
NODE_127	528979	531567
NODE_127	532385	534476
NODE_127	539922	542328
NODE_127	543475	545744
NODE_127	546734	546858
NODE_127	551426	551635
NODE_127	553493	553576
NODE_127	589366	589885
NODE_127	796865	796889
NODE_127	797439	797612
NODE_127	810877	811406
NODE_127	812185	814026
NODE_127	883759	884653
NODE_127	886867	887621
NODE_127	910841	910859
NODE_127	1008169	1008232
NODE_127	1092805	1092832
NODE_127	1361312	1361726
NODE_127	1362600	1362791
NODE_127	1366779	1366828
NODE_127	1369164	1369302
NODE_127	1848972	1848974
NODE_127	1943944	1945324
NODE_127	1946709	1947807
NODE_127	2012287	2012668
NODE_127	2030594	2030663
NODE_127	2244329	2244879
NODE_129	532486	534476
NODE_129	539922	540103
NODE_129	540890	542328
NODE_129	543568	545453
NODE_129	791776	791812
NODE_129	792907	792987
NODE_129	809471	809778
NODE_129	887302	887840
NODE_129	2489018	2489437
NODE_129	2490220	2490308
NODE_130	532291	534496
NODE_130	539924	545436
NODE_131	422342	422484
NODE_131	790564	790750
NODE_131	797531	797838
NODE_131	1961800	1962406
NODE_131	1969406	1974454
NODE_131	2012747	2028711
NODE_131	2030194	2031730
NODE_131	2219684	2219704
NODE_131	2828562	2829514
NODE_131	2830995	2832402
NODE_131	2838667	2838682
NODE_131	2840745	2840777
NODE_131	2841627	2841936
NODE_131	2844850	2844918
NODE_131	2852631	2852856
NODE_131	2853400	2854870
NODE_131	2855475	2862810
NODE_131	2863887	2866590
NODE_131	2869017	2869063
NODE_131	2869980	2871970
NODE_131	2874394	2876020
NODE_131	2877629	2878377
NODE_131	2879686	2881907
NODE_131	2882570	2883228
NODE_131	2886735	2887196
NODE_131	2891883	2894302
NODE_131	2895353	2895624
NODE_131	2919292	2921148
NODE_132	532486	534489
NODE_132	539922	540103
NODE_132	540890	545453
NODE_133	781314	781316
NODE_133	791778	791817
NODE_133	792912	792990
NODE_133	809448	809824
NODE_133	2455552	2455674
NODE_135	2165282	2165333
NODE_136	1937459	1937551
NODE_136	2477030	2477690
NODE_144	342355	342360
NODE_144	422369	423645
NODE_144	791722	791812
NODE_144	797581	798072
NODE_144	800315	800351
NODE_144	801187	801711
NODE_144	805831	808980
NODE_144	814801	815448
NODE_144	817777	817796
NODE_144	818625	818633
NODE_144	887281	887840
NODE_144	1694453	1694924
NODE_144	1704813	1704827
NODE_144	1706060	1706194
NODE_144	1710536	1711607
NODE_144	1715505	1717460
NODE_144	1722395	1723273
NODE_144	1725855	1727453
NODE_144	1731231	1731546
NODE_144	1735098	1735947
NODE_144	1736575	1738388
NODE_144	1738949	1738966
NODE_144	1741513	1741878
NODE_144	1742458	1746098
NODE_144	1748079	1752759
NODE_144	1753468	1753513
NODE_144	1754247	1755700
NODE_144	1758414	1759260
NODE_144	1899997	1900216
NODE_144	2012871	2014656
NODE_144	2017025	2017172
NODE_144	2165306	2165792
NODE_144	2481213	2481236
NODE_145	540770	542135
NODE_145	543561	544002
NODE_145	2476726	2476944
NODE_146	215213	215430
NODE_146	225806	226568
NODE_146	229594	230840
NODE_146	232483	233576
NODE_146	238754	239199
NODE_146	243675	245808
NODE_146	246442	246923
NODE_146	303454	303484
NODE_146	422342	422358
NODE_146	563179	563374
NODE_146	564296	564980
NODE_146	568044	568425
NODE_146	569459	569495
NODE_146	570059	570702
NODE_146	815023	815261
NODE_146	887302	887478
NODE_146	926071	926672
NODE_146	929337	930239
NODE_146	932073	936626
NODE_146	964796	969860
NODE_146	980505	980757
NODE_146	1010507	1010517
NODE_146	1483882	1485909
NODE_146	1491450	1491856
NODE_147	398551	398567
NODE_147	469528	469634
NODE_147	532291	534496
NODE_147	540836	542799
NODE_147	543475	545363
NODE_147	792745	792987
NODE_161	799404	799449
NODE_163	342355	342360
NODE_163	422454	422685
NODE_163	540649	542269
NODE_163	805831	809778
NODE_163	2481213	2481246
NODE_165	422342	422358
NODE_166	797581	798072
NODE_166	800315	800351
NODE_166	801187	801711
NODE_166	814801	815448
NODE_166	817777	817796
NODE_166	818625	818633
NODE_166	887281	887840
NODE_166	1940031	1941143
NODE_166	1942030	1942903
NODE_166	1944007	1944442
NODE_166	1945184	1945502
NODE_166	1946432	1946982
NODE_166	1952521	1953246
NODE_166	1958528	1958939
NODE_166	1961140	1962406
NODE_166	1967552	1970756
NODE_166	1973204	1974325
NODE_166	2012789	2017012
NODE_166	2017640	2033668
NODE_166	2035531	2036055
NODE_166	2038323	2039381
NODE_166	2040867	2053293
NODE_166	2056599	2064115
NODE_166	2065279	2066216
NODE_166	2096486	2097525
NODE_166	2487335	2487980
NODE_166	2828562	2829514
NODE_166	2831468	2832054
NODE_166	2840739	2840799
NODE_166	2841627	2841936
NODE_166	2852718	2852856
NODE_166	2853400	2853656
NODE_166	2854436	2854544
NODE_166	2855475	2855992
NODE_166	2856741	2862810
NODE_166	2863887	2863947
NODE_166	2864718	2866322
NODE_166	2869980	2871970
NODE_166	2874394	2875048
NODE_166	2875781	2876020
NODE_166	2879686	2881907
NODE_166	2882570	2883228
NODE_166	2886735	2886975
NODE_166	2895578	2895624
NODE_166	2919274	2921148
NODE_167	572767	573106
NODE_167	575445	575722
NODE_167	792958	793023
NODE_167	801251	801434
NODE_167	809487	809824
NODE_167	812434	815261
NODE_167	887302	887865
NODE_167	926071	926672
NODE_167	929337	930239
NODE_167	960874	960889
NODE_167	1577896	1590767
